fertilizer_cont,shade_cont,table,block,rep,spp,chl_wt,chl_area,focal.area,dry.wt,fresh.wt,sla,stem.wt,leaves.wt,roots.wt,nod.wt,n.leaf,c.leaf,Aamb,TPU,Vcmax,Jmax,Tleaf,TleafK,vcmax25,jmax25,jv25,marea,nmass,narea,tla,biomass,vcmax25_narea,jmax25_narea,avg_649,avg_665,chla_ug.ml,chlb_ug.ml,chla_g.ml,chlb_g.ml,chla_g,chlb_g,chla_g.m2,chlb_g.m2,chla_mol.m2,chlb_mol.m2,chla_mmol.m2,chlb_mmol.m2,chl_marea,chla_mmol.g,chlb_mmol.g,chl_mmol.g,chl_mmol.m2,chl_mmol.m2_narea,propN_rubisco,propN_bioenergetics,propN_lightharvesting,propN_photosynthesis
630,80,10,three,7,Soybean,0.0099,1.751,25.963,0.0312,0.1611,832.1474359,0.6274,0.5968,0.1429,0,5.671303108,42.30793152,7.117245765,9.568932179,39.55377595,44.81667385,27.10846305,300.2584631,32.59630102,39.33925317,1.206862495,12.01710126,0.056713031,0.681526237,348.256,1.3671,47.82838758,57.72228716,0.042666667,0.146333333,1.636603333,0.159746667,1.64E-06,1.60E-07,1.64E-05,1.60E-06,0.093466781,0.009123168,0.000104606,1.01E-05,0.104606306,0.104606306,56.5391205,0.001850158,0.001850158,0.003700316,0.209212613,0.306976609,0.373294732,0.045907534,0.023725931,0.442928197
630,0,11,three,7,Soybean,0.0215,1.976,23.147,0.0794,0.2865,291.5239295,1.3983,1.8463,0.9911,0.0251,4.200201239,42.10441938,11.52698505,21.06659092,88.11045747,120.0659716,27.36549853,300.5154985,70.95990134,103.7908416,1.462668911,34.3025014,0.042002012,1.440774089,562.525,4.2357,49.25123369,72.03824834,0.150333333,0.464,5.13751,0.83735,5.14E-06,8.37E-07,5.14E-05,8.37E-06,0.259995445,0.042376012,0.000290982,4.67E-05,0.290982133,0.290982133,108.805668,0.002674329,0.002674329,0.005348658,0.581964265,0.403924716,0.384399873,0.057293266,0.046306505,0.487999644
0,30,12,three,8,Soybean,0.0163,1.85,15.107,0.0362,0.1521,417.320442,0.6284,0.9359,0.3841,0.1276,5.712793747,42.28136164,11.16656266,18.13857039,60.75724089,99.45890377,26.13907243,299.2890724,54.67463532,92.60432142,1.693734597,23.96240154,0.057127937,1.368922577,409.531,1.9484,39.93990329,67.64759601,0.109666667,0.319333333,3.514323333,0.712716667,3.51E-06,7.13E-07,3.51E-05,7.13E-06,0.189963423,0.038525225,0.000212604,4.25E-05,0.212603578,0.212603578,88.10810811,0.002412985,0.002412985,0.004825971,0.425207157,0.310614467,0.311726074,0.053801304,0.030718744,0.396246122
0,50,9,three,8,Soybean,0.0125,1.91,31.299,0.045,0.2134,695.5333333,0.2972,0.3302,0.1247,0.038,4.379507886,42.1567401,12.1588583,15.58165196,80.97776738,90.58110665,26.68289853,299.8328985,69.34627838,81.57630618,1.176361704,14.37745615,0.043795079,0.629661826,170.662,0.7521,110.1325752,129.5557438,0.079333333,0.235,2.59095,0.49434,2.59E-06,4.94E-07,2.59E-05,4.94E-06,0.135651832,0.025881675,0.000151819,2.85E-05,0.151819042,0.151819042,65.44502618,0.002319795,0.002319795,0.00463959,0.303638085,0.482224064,0.859571318,0.103037925,0.038523132,1.001132376
0,80,10,three,8,Soybean,0.0081,1.792,27.544,0.0323,0.1347,852.755418,0.2433,0.2916,0.0813,0.0295,4.393373859,42.58321703,10.50770898,12.01697173,58.52825537,68.49774485,26.75099941,299.9009994,49.81312177,61.4340594,1.233290692,11.72669184,0.043933739,0.515197414,191.327,0.6162,96.68744531,119.2437263,0.079666667,0.243666667,2.695446667,0.455563333,2.70E-06,4.56E-07,2.70E-05,4.56E-06,0.150415551,0.025422061,0.000168342,2.80E-05,0.168342325,0.168342325,45.20089286,0.003724314,0.003724314,0.007448628,0.33668465,0.653506094,0.75463372,0.094836599,0.061651755,0.911122074
0,0,11,three,8,Soybean,0.0192,1.979,22.651,0.0552,0.2292,410.3442029,0.5705,0.714,0.3895,0.0989,5.160036327,43.23023165,17.4061844,25.45130386,119.3162836,138.2785101,26.57082669,299.7208267,103.2225422,125.3837489,1.214693478,24.369785,0.051600363,1.257489759,268.025,1.674,82.08618919,99.70955867,0.141,0.414,4.56021,0.89811,4.56E-06,8.98E-07,4.56E-05,8.98E-06,0.230430015,0.045382011,0.000257893,5.00E-05,0.257893046,0.257893046,97.01869631,0.002658179,0.002658179,0.005316358,0.515786091,0.410171206,0.640672696,0.079300738,0.037465259,0.757438693
70,30,12,three,8,Soybean,0.0189,1.996,22.869,0.0546,0.2438,418.8461538,1.0836,1.2785,0.8079,0.1212,4.679171221,42.0829332,13.10542292,20.07810258,68.42031491,100.6097014,26.1472956,299.2972956,61.52414955,93.62827095,1.521813331,23.87511479,0.046791712,1.1171575,533.874,3.17,55.07204628,83.80937419,0.111,0.319333333,3.509723333,0.742036667,3.51E-06,7.42E-07,3.51E-05,7.42E-06,0.175837842,0.037176186,0.000196794,4.10E-05,0.196794487,0.196794487,94.68937876,0.002078316,0.002078316,0.004156633,0.393588975,0.352312879,0.429830605,0.066655046,0.032302789,0.52878844
70,50,9,three,8,Soybean,0.0159,1.936,8.119,0.0185,0.0773,438.8648649,0.3281,0.4262,0.1321,0.0374,5.907247855,42.81362041,7.742021072,12.95874109,51.48292644,67.58235627,26.73526481,299.8852648,43.87933932,60.67087958,1.382675321,22.78605739,0.059072479,1.346028887,232.709,0.8864,32.59910672,45.07398034,0.112,0.332666667,3.668806667,0.693093333,3.67E-06,6.93E-07,3.67E-05,6.93E-06,0.189504477,0.035800275,0.00021209,3.95E-05,0.212089934,0.212089934,82.12809917,0.002582428,0.002582428,0.005164857,0.424179867,0.315134297,0.254432052,0.035848117,0.03179365,0.322073819
70,80,10,three,8,Soybean,0.012,1.772,17.325,0.022,0.1291,787.5,0.1967,0.2174,0.0534,0.002,5.369713168,42.15391555,9.570512625,12.4625399,49.22704426,67.47997387,26.3888739,299.5388739,43.29845571,61.87138518,1.428951314,12.6984127,0.053697132,0.681868339,131.456,0.4675,63.49973045,90.73802325,0.077,0.216,2.36739,0.54411,2.37E-06,5.44E-07,2.37E-05,5.44E-06,0.133599887,0.030705982,0.000149523,3.38E-05,0.149522543,0.149522543,67.72009029,0.00220795,0.00220795,0.004415899,0.299045085,0.438567196,0.495607652,0.07216552,0.029904418,0.597677591
70,0,11,three,8,Soybean,0.0193,1.956,32.279,0.0654,0.3232,493.5626911,0.5614,0.6769,0.38,0.0615,4.110348384,42.17812744,13.09644368,18.63137075,90.29762405,104.1585961,26.16697537,299.3169754,81.05014281,96.81327476,1.194486171,20.26085071,0.041103484,0.83279155,249.032,1.6183,97.32344528,116.2515095,0.097666667,0.283,3.11282,0.64213,3.11E-06,6.42E-07,3.11E-05,6.42E-06,0.159142127,0.032828732,0.000178109,3.62E-05,0.178108949,0.178108949,98.67075665,0.001805083,0.001805083,0.003610167,0.356217897,0.427739568,0.759597622,0.092456838,0.031938606,0.883993065
210,30,12,three,8,Soybean,0.0158,1.823,26.304,0.0665,0.2895,395.5488722,0.7204,1.0964,0.3543,0.0078,5.405141251,42.96673193,13.69007386,19.74839563,81.41870294,108.8130914,25.58556188,298.7355619,77.10084498,104.8634809,1.360082123,25.28132603,0.054051413,1.366491382,481.641,2.1711,56.422489,76.73921861,0.115666667,0.34,3.74555,0.73471,3.75E-06,7.35E-07,3.75E-05,7.35E-06,0.205460779,0.040302249,0.000229948,4.44E-05,0.229947934,0.229947934,86.67032364,0.002653133,0.002653133,0.005306267,0.459895869,0.336552338,0.440370646,0.061032029,0.035698449,0.537101124
210,50,9,three,8,Soybean,0.0171,1.927,27.536,0.057,0.2708,483.0877193,1.0629,1.17,0.5873,0.0265,5.905887635,42.93542195,12.80860543,17.91228335,68.09484212,90.0466588,26.65718182,299.8071818,58.44997331,81.22174622,1.38959424,20.70017432,0.059058876,1.222529035,509.541,2.8202,47.81070356,66.43747826,0.114333333,0.337666667,3.721706667,0.717803333,3.72E-06,7.18E-07,3.72E-05,7.18E-06,0.193134752,0.037249784,0.000216153,4.10E-05,0.216152871,0.216152871,88.7389725,0.002435828,0.002435828,0.004871656,0.432305742,0.35361593,0.373156711,0.052838876,0.029995682,0.455991269
210,80,10,three,8,Soybean,0.0117,1.78,17.472,0.0265,0.1258,659.3207547,0.4584,0.4503,0.1089,0.009,5.97851414,43.0924594,7.497539122,10.92659843,49.07296383,56.43552076,27.62817566,300.7781757,38.60801302,48.0358177,1.244192952,15.16712454,0.059785141,0.906768685,275.159,1.0176,42.57757644,52.97472054,0.091666667,0.271666667,2.995366667,0.570483333,3.00E-06,5.70E-07,3.00E-05,5.70E-06,0.168279026,0.032049625,0.000188335,3.53E-05,0.188334799,0.188334799,65.73033708,0.002865264,0.002865264,0.005730529,0.376669598,0.415397669,0.332312792,0.042131712,0.034855294,0.409299798
210,0,11,three,8,Soybean,0.015,1.848,33.218,0.0671,0.336,495.052161,0.6016,0.7397,0.285,0.0238,4.61783194,42.41875526,13.32969806,18.77231655,77.09710369,102.8839473,25.33925103,298.489251,74.6963045,100.6970589,1.348086222,20.19989162,0.046178319,0.932797047,290.289,1.6263,80.07776689,107.9517342,0.087666667,0.266333333,2.944153333,0.510896667,2.94E-06,5.11E-07,2.94E-05,5.11E-06,0.159315657,0.027645924,0.000178303,3.05E-05,0.17830316,0.17830316,81.16883117,0.002196695,0.002196695,0.00439339,0.35660632,0.382297866,0.624997205,0.085855883,0.034596242,0.74544933
630,30,12,three,8,Soybean,0.0132,1.766,55.6699,0.1052,0.5372,529.1815589,1.1882,1.5353,0.345,0.0144,5.851615365,43.67425969,15.556596,22.43088732,88.65445763,116.3098468,25.89609589,299.0460959,81.5797937,109.9362986,1.34759226,18.89710598,0.058516154,1.105785957,696.89,3.0685,73.77539314,99.41914877,0.094,0.293333333,3.251433333,0.506526667,3.25E-06,5.07E-07,3.25E-05,5.07E-06,0.184112873,0.028682144,0.000206056,3.16E-05,0.20605575,0.20605575,74.74518686,0.002756776,0.002756776,0.005513552,0.412111499,0.372686501,0.575807946,0.07906977,0.034262815,0.689140531
630,50,9,three,8,Soybean,0.0106,1.671,44.008,0.0607,0.3145,725.0082372,1.0525,0.9639,0.3953,0.013,6.131119765,43.71894765,9.128518058,11.88659372,55.05157243,63.01363721,27.4804088,300.6304088,43.88406032,54.10315508,1.232865753,13.79294674,0.061311198,0.845662084,476.024,2.4117,51.89313932,63.97727429,0.060666667,0.188666667,2.090546667,0.330353333,2.09E-06,3.30E-07,2.09E-05,3.30E-06,0.12510752,0.019769799,0.000140018,2.18E-05,0.140018042,0.140018042,63.43506882,0.002207266,0.002207266,0.004414531,0.280036083,0.331144187,0.405019624,0.050882234,0.026182559,0.482084416
630,80,10,three,8,Soybean,0.0122,1.923,31.237,0.04,0.2123,780.925,0.6291,0.6411,0.2149,0.0048,5.587009416,44.40648487,8.768493628,13.16658899,55.46289444,68.38748672,27.48979325,300.6397933,44.17503086,58.68461527,1.32845669,12.80532702,0.055870094,0.715434826,305.578,1.4851,61.74570939,82.0265007,0.097,0.279333333,3.070423333,0.646976667,3.07E-06,6.47E-07,3.07E-05,6.47E-06,0.1596684,0.033644132,0.000178698,3.71E-05,0.178697944,0.178697944,63.4425377,0.00281669,0.00281669,0.005633379,0.357395888,0.499550588,0.481917732,0.065237096,0.036665441,0.583820268
630,0,11,three,8,Soybean,0.0207,2.027,42.338,0.1059,0.4836,399.7922568,1.4336,1.5937,1.0712,0.0373,5.059555522,42.50602357,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0129907,0.050595555,1.265546152,533.803,4.0985,NA,NA,0.117666667,0.35,3.86055,0.72549,3.86E-06,7.25E-07,3.86E-05,7.25E-06,0.190456339,0.035791317,0.000213155,3.94E-05,0.213155241,0.213155241,102.1213616,0.002087274,0.002087274,0.004174548,0.426310482,0.336858898,NA,NA,0.030002977,NA
0,0,7,two,1,Cotton,0.0253,1.72,16.146,0.0774,0.2377,208.6046512,0.2328,0.3217,0.2788,0,NA,NA,10.27541594,11.61503658,50.35635366,70.16451538,24.97106481,298.1210648,50.49281727,70.29376909,1.392153833,47.93756967,NA,NA,59.003,0.8333,NA,NA,0.120666667,0.277333333,2.964393333,1.178046667,2.96E-06,1.18E-06,2.96E-05,1.18E-05,0.17234845,0.068491085,0.000192889,7.55E-05,0.192889223,0.192889223,147.0930233,0.001311342,0.001311342,0.002622684,0.385778446,NA,NA,NA,NA,NA
0,30,8,two,1,Cotton,0.025,2.005,37.406,0.1376,0.4947,271.8459302,0.528,0.4664,0.234,0,2.250580414,40.13099913,11.95284944,12.45848907,59.50076766,79.03885245,25.04419472,298.1941947,59.25547183,78.817169,1.330124739,36.78554243,0.022505804,0.827888213,134.383,1.2284,71.57424262,95.20267078,0.163333333,0.429333333,4.670073333,1.307646667,4.67E-06,1.31E-06,4.67E-05,1.31E-05,0.232921363,0.065219285,0.000260681,7.19E-05,0.260681317,0.260681317,124.6882793,0.002090664,0.002090664,0.004181328,0.521362633,0.629750038,0.558628235,0.075716332,0.067559596,0.701904162
0,50,5,two,1,Cotton,0.0257,1.974,30.527,0.1244,0.4062,245.3938907,0.5225,0.566,0.2337,0,1.971351979,37.47776989,11.95252738,11.19450369,61.53352079,73.71231563,25.02522141,298.1752214,61.38860044,73.59423219,1.198825705,40.75081075,0.01971352,0.803341914,163.037,1.3222,76.41652869,91.61009887,0.137666667,0.366,3.98659,1.08017,3.99E-06,1.08E-06,3.99E-05,1.08E-05,0.201954914,0.054719858,0.000226024,6.03E-05,0.226024235,0.226024235,130.1925025,0.001736077,0.001736077,0.003472154,0.452048469,0.562709926,0.596421687,0.072859097,0.064047497,0.733328281
0,80,6,two,1,Cotton,0.019,1.866,49.107,0.1251,0.5623,392.5419664,0.4338,0.486,0.1298,0,3.226746764,37.02399641,12.19390329,8.833127982,61.77540658,66.53831342,24.99385455,298.1438545,61.81091762,66.56432074,1.076902322,25.4749832,0.032267468,0.822013196,197.666,1.0496,75.19455639,80.97719241,0.029666667,0.229,2.68916,-0.56591,2.69E-06,-5.66E-07,2.69E-05,-5.66E-06,0.144113612,-0.030327438,0.000161289,-3.34E-05,0.161289311,0.161289311,101.8220793,0.001584031,0.001584031,0.003168062,0.322578621,0.392425113,0.586884343,0.064402563,0.035702288,0.686989193
70,0,7,two,1,Cotton,0.0297,1.952,42.586,0.2124,0.6944,200.4990584,1.1921,1.3497,0.494,0,2.370471954,39.35791502,20.29858299,20.31271846,118.0410667,133.1398452,25.42713343,298.5771334,113.4351832,129.5903301,1.142417426,49.87554595,0.02370472,1.182285829,261.392,3.0358,95.94565078,109.6099834,0.155666667,0.381,4.10734,1.39619,4.11E-06,1.40E-06,4.11E-05,1.40E-05,0.210417008,0.071526127,0.000235495,7.88E-05,0.235494855,0.235494855,152.1516393,0.001547764,0.001547764,0.003095528,0.470989711,0.398372119,0.748844104,0.087174717,0.047486184,0.883505004
70,30,8,two,1,Cotton,0.0276,2.055,82.29,0.3039,1.1953,270.7798618,1.0718,1.2698,0.4706,0,2.974478481,38.4733488,13.92430773,18.85050703,77.51165881,109.601934,24.98330117,298.1333012,77.63280178,109.718393,1.413299411,36.93036821,0.029744785,1.098485855,379.035,2.8122,70.67255477,99.88148001,0.161,0.445666667,4.877226667,1.169443333,4.88E-06,1.17E-06,4.88E-05,1.17E-05,0.237334631,0.056907218,0.000265621,6.27E-05,0.265620565,0.265620565,134.3065693,0.001977718,0.001977718,0.003955437,0.53124113,0.483612172,0.551590671,0.07943747,0.04835606,0.679384202
70,50,5,two,1,Cotton,0.0212,1.883,97.092,0.3491,1.3811,278.1208823,0.8326,1.153,0.1842,0,3.137686116,38.68354017,14.08129592,11.46076262,69.14153269,81.26206282,25.00248651,298.1524865,69.12545891,81.24921629,1.175387731,35.95558851,0.031376861,1.128173509,336.364,2.1698,61.27201036,72.01836923,0.170333333,0.447666667,4.869406667,1.364043333,4.87E-06,1.36E-06,4.87E-05,1.36E-05,0.258598336,0.072439901,0.000289419,7.98E-05,0.289418513,0.289418513,112.5862985,0.002570637,0.002570637,0.005141274,0.578837027,0.513074472,0.478220569,0.057277456,0.059583852,0.595081876
70,80,6,two,1,Cotton,0.018,1.761,14.03,0.0345,0.1779,406.6666667,0.2045,0.311,0.0522,0,4.46742604,36.78568503,9.659768759,12.10919311,54.52783222,68.70852057,24.97856636,298.1285664,54.63724598,68.80224752,1.259255409,24.59016393,0.04467426,1.098547387,111.774,0.5677,49.73590274,62.63020453,0.072666667,0.237333333,2.642393333,0.335326667,2.64E-06,3.35E-07,2.64E-05,3.35E-06,0.150050729,0.019041832,0.000167934,2.10E-05,0.167934023,0.167934023,102.2146508,0.001642955,0.001642955,0.003285909,0.335868046,0.305738332,0.388182655,0.049810886,0.026746408,0.46473995
210,0,7,two,1,Cotton,0.0262,1.812,43.279,0.1949,0.6775,222.0574654,0.8392,0.9868,0.3177,0,3.207497086,39.27151105,22.09802874,23.70917896,119.4084885,145.3055348,24.98851085,298.1385109,119.5368528,145.4117388,1.216459488,45.03338801,0.032074971,1.444444608,211.055,2.1437,82.75627334,100.6696539,0.174333333,0.462333333,5.034393333,1.373976667,5.03E-06,1.37E-06,5.03E-05,1.37E-05,0.277836277,0.075826527,0.000310949,8.36E-05,0.310949264,0.310949264,144.5916115,0.002150535,0.002150535,0.004301069,0.621898528,0.430545086,0.645902621,0.080064318,0.048761546,0.774728485
210,30,8,two,1,Cotton,0.0269,1.977,62.393,0.2711,0.9558,230.147547,1.5707,1.8225,0.0409,0,3.287906658,38.95387499,17.24549846,19.29664277,102.68012,124.520227,25.01882053,298.1688205,102.4996028,124.3713348,1.213383579,43.45038707,0.032879067,1.428608169,464.665,3.4341,71.74787669,87.05769538,0.163333333,0.468,5.14142,1.10194,5.14E-06,1.10E-06,5.14E-05,1.10E-05,0.26006171,0.055737987,0.000291056,6.14E-05,0.291056294,0.291056294,136.0647446,0.002139101,0.002139101,0.004278203,0.582112589,0.407468333,0.559983428,0.069238492,0.047316129,0.676538049
210,50,5,two,1,Cotton,0.0201,1.731,97.47,0.3734,1.3292,261.033744,1.0627,1.6129,0.342,0,3.659613615,37.27914026,18.10394457,14.154725,94.92190334,104.0387255,25.00149912,298.1514991,94.90859833,104.028809,1.096094673,38.30922335,0.036596136,1.401969553,430.273,3.0176,67.69661873,74.20190315,0.167333333,0.464,5.07886,1.21118,5.08E-06,1.21E-06,5.08E-05,1.21E-05,0.293406124,0.06996996,0.000328375,7.71E-05,0.328374751,0.328374751,116.117851,0.002827944,0.002827944,0.005655887,0.656749502,0.468447763,0.528363854,0.059014058,0.056199549,0.643577461
210,80,6,two,1,Cotton,0.0188,1.858,41.69,0.1031,0.4805,404.3646945,0.2914,0.4403,0.0617,0,4.333778796,37.20487388,13.27126709,12.45117107,63.10193181,80.31459887,24.99776477,298.1477648,63.11512245,80.32601485,1.27269047,24.73015111,0.043337788,1.071750045,180.349,0.7934,58.88977821,74.9484595,0.126666667,0.327666667,3.557256667,1.042213333,3.56E-06,1.04E-06,3.56E-05,1.04E-05,0.191456225,0.05609329,0.000214274,6.18E-05,0.214274295,0.214274295,101.1840689,0.002117668,0.002117668,0.004235337,0.42854859,0.39985871,0.459627537,0.059607807,0.035537633,0.554772977
630,0,7,two,1,Cotton,0.0299,1.913,NA,0.3703,1.4055,NA,1.5741,2.1265,0.5476,0,4.427610282,38.84744594,8.10843972,19.57362222,63.05616961,110.4640583,25.4372088,298.5872088,60.53910495,107.4509354,1.774901288,NA,0.044276103,NA,459.471,4.2482,NA,NA,0.209333333,0.671,7.45729,1.03352,7.46E-06,1.03E-06,7.46E-05,1.03E-05,0.389821746,0.054026137,0.000436281,5.95E-05,0.436281347,0.436281347,156.2990068,0.002791325,0.002791325,0.00558265,0.872562693,NA,NA,NA,0.045849895,NA
630,30,8,two,1,Cotton,0.0285,2.043,104.387,0.4136,1.665,252.3863636,1.8364,2.369,0.7896,0,4.325298433,37.58873905,18.53111455,20.56928865,112.8769894,127.7317337,24.99799355,298.1479936,112.8981696,127.7480311,1.131533236,39.62179199,0.043252984,1.713760748,633.567,4.995,65.87743925,74.542512,0.235333333,0.658666667,7.217246667,1.670873333,7.22E-06,1.67E-06,7.22E-05,1.67E-05,0.353267091,0.081785283,0.00039537,9.01E-05,0.395370047,0.395370047,139.5007342,0.002834179,0.002834179,0.005668358,0.790740094,0.461406352,0.514165379,0.05928495,0.047655002,0.621105332
630,50,5,two,1,Cotton,0.0257,1.936,90.961,0.3296,1.3854,275.9739078,1.3567,1.9812,0.4548,0,4.587277123,42.07218764,15.17201659,14.55936147,73.39005244,92.61876651,25.00575689,298.1557569,73.35055798,92.58487172,1.262224505,36.23530963,0.045872771,1.662214069,598.614,3.7927,44.12822592,55.69972811,0.192,0.508333333,5.534183333,1.517746667,5.53E-06,1.52E-06,5.53E-05,1.52E-05,0.285856577,0.078396006,0.000319925,8.64E-05,0.319925437,0.319925437,132.7479339,0.002410022,0.002410022,0.004820044,0.639850874,0.384938911,0.344415422,0.044298958,0.038208794,0.426923173
630,80,6,two,1,Cotton,0.0179,1.872,48.225,0.1089,0.5211,442.8374656,0.3005,0.4455,0.0098,0,4.201413878,35.49438585,11.73663794,10.76628081,63.34590469,67.80717906,24.98224545,298.1322455,63.4511732,67.88378704,1.069858659,22.58164852,0.042014139,0.948748515,188.164,0.7558,66.87881162,71.55087569,0.116,0.311,3.39089,0.89632,3.39E-06,8.96E-07,3.39E-05,8.96E-06,0.181137286,0.047880342,0.000202726,5.28E-05,0.202725528,0.202725528,95.61965812,0.002120124,0.002120124,0.004240248,0.405451056,0.42735356,0.521980969,0.05690565,0.036699749,0.615586367
0,0,7,two,2,Cotton,0.0349,2.075,22.785,0.1266,0.4441,179.9763033,0.8549,0.578,0.5346,0,2.537269516,39.02654935,17.2326178,20.35514108,80.9075844,117.660374,25.00220938,298.1522094,80.89087137,117.6438463,1.454352565,55.56287031,0.025372695,1.409779771,104.309,1.9675,57.37837431,83.44838584,0.175666667,0.369,3.89206,1.89983,3.89E-06,1.90E-06,3.89E-05,1.90E-05,0.187569157,0.091558072,0.000209924,0.000100894,0.209923959,0.209923959,168.1927711,0.001248115,0.001248115,0.00249623,0.419847918,0.297810996,0.447831214,0.066367946,0.035775473,0.549974633
0,30,8,two,2,Cotton,0.0297,1.958,28.097,0.1192,0.4588,235.7130872,0.9919,1.0517,0.5267,0,2.532913443,40.72312147,13.10910924,12.6970063,63.11593213,80.53201797,25.13561877,298.2856188,62.32144993,79.84163813,1.281126133,42.42445814,0.025329134,1.074574803,234.08,2.5703,57.99638121,74.30067957,0.160666667,0.381666667,4.098216667,1.502593333,4.10E-06,1.50E-06,4.10E-05,1.50E-05,0.209306265,0.076741233,0.000234252,8.46E-05,0.234251732,0.234251732,151.6853933,0.001544326,0.001544326,0.003088652,0.468503464,0.435989623,0.452654683,0.059092616,0.044342074,0.556089373
0,50,5,two,2,Cotton,0.029,2.102,38.639,0.1768,0.6179,218.5463801,0.5376,0.6764,0.2152,0,2.416808455,36.27006634,13.72318582,11.81215306,65.63819117,80.55946214,25.10713812,298.2571381,64.9844553,80.01320509,1.231266842,45.75687776,0.024168085,1.105856091,162.356,1.4292,58.76393489,72.35408456,0.204,0.533333333,5.797533333,1.648626667,5.80E-06,1.65E-06,5.80E-05,1.65E-05,0.275810339,0.078431335,0.000308682,8.64E-05,0.308681872,0.308681872,137.963844,0.002237411,0.002237411,0.004474823,0.617363744,0.558267707,0.458645345,0.057544456,0.067328805,0.583518607
0,80,6,two,2,Cotton,0.02,1.866,34.31,0.1195,0.4949,287.1129707,0.2465,0.2841,0.1374,0,3.250464089,35.12786448,12.53817378,9.906361101,66.9542615,66.8782671,25.17055983,298.3205598,65.8963461,66.15831637,1.00397549,34.82949578,0.032504641,1.132120253,76.476,0.668,58.20613663,58.43753455,0.189666667,0.643,7.18382,0.75001,7.18E-06,7.50E-07,7.18E-05,7.50E-06,0.384984995,0.040193462,0.000430868,4.43E-05,0.430868143,0.430868143,107.1811361,0.00402,0.00402,0.00804,0.861736286,0.761170277,0.454291798,0.046476383,0.089945193,0.590713374
70,0,7,two,2,Cotton,0.0318,1.977,23.948,0.1231,0.4236,194.5410236,1.2877,0.8914,0.715,0,2.617497451,40.17414285,16.13964965,20.95465064,97.52274142,127.0187372,24.95727214,298.1072721,97.91329574,127.3644677,1.300788281,51.40303991,0.026174975,1.345473259,169.294,2.8941,72.77238329,94.66146339,0.194333333,0.493,5.33922,1.65063,5.34E-06,1.65E-06,5.34E-05,1.65E-05,0.270066768,0.083491654,0.000302254,9.20E-05,0.302253772,0.302253772,160.8497724,0.001879106,0.001879106,0.003758212,0.604507544,0.449289898,0.567979577,0.0752859,0.052211036,0.695476513
70,30,8,two,2,Cotton,0.0308,1.992,30.027,0.1357,0.5034,221.274871,1.1796,1.4083,0.6164,0,3.071268803,41.39307127,15.95773711,18.37811077,98.85504564,114.2625412,25.4706566,298.6206566,94.61481213,110.9122497,1.172250383,45.19265995,0.030712688,1.387988066,290.556,3.2043,68.16687725,79.90864794,0.188333333,0.469333333,5.071423333,1.644596667,5.07E-06,1.64E-06,5.07E-05,1.64E-05,0.254589525,0.082560074,0.000284932,9.10E-05,0.284931926,0.284931926,154.6184739,0.001842806,0.001842806,0.003685613,0.569863851,0.410568264,0.532034164,0.063552731,0.043637434,0.639224329
70,50,5,two,2,Cotton,0.025,2.051,28.035,0.0786,0.4072,356.6793893,0.6423,1.1386,0.2327,0,4.170866545,39.74148389,16.89823309,20.19714046,87.87535447,119.8139316,24.98866276,298.1386628,87.96857081,119.9003453,1.362990716,28.03638309,0.041708665,1.169360123,313.749,2.0136,75.22795509,102.5350044,0.136333333,0.356333333,3.873353333,1.102276667,3.87E-06,1.10E-06,3.87E-05,1.10E-05,0.188851942,0.053743377,0.00021136,5.92E-05,0.211359629,0.211359629,121.8917601,0.001733994,0.001733994,0.003467989,0.422719258,0.361496215,0.587145015,0.081547864,0.030235607,0.698928486
70,80,6,two,2,Cotton,0.0228,1.801,40.66,0.1433,0.6614,283.7404047,0.3526,0.516,0.1527,0,2.948250015,33.02342675,12.32809344,12.08257164,57.54162757,72.58520358,25.01737566,298.1673757,57.44822513,72.5050696,1.262094163,35.24348254,0.0294825,1.039065979,145.829,1.0213,55.28833228,69.77908144,0.200333333,0.488333333,5.261633333,1.807396667,5.26E-06,1.81E-06,5.26E-05,1.81E-05,0.292150657,0.100355173,0.00032697,0.000110588,0.326969656,0.326969656,126.5963354,0.002582773,0.002582773,0.005165547,0.653939311,0.629353019,0.431518691,0.055496511,0.063711717,0.550726919
210,0,7,two,2,Cotton,0.029,1.836,47.551,0.2336,0.906,203.557363,1.2178,1.4944,0.7541,0,4.072014624,39.2761793,15.24836124,18.26968569,82.09028142,115.1529867,25.09862199,298.248622,81.33732564,114.4339585,1.406905841,49.12620135,0.040720146,2.000426103,298.658,3.4663,40.66000015,57.20479169,0.208,0.566,6.18194,1.5628,6.18E-06,1.56E-06,6.18E-05,1.56E-05,0.336706972,0.085119826,0.000376836,9.38E-05,0.376836266,0.376836266,157.9520697,0.002385763,0.002385763,0.004771527,0.753672531,0.376755997,0.317346343,0.045495961,0.042610374,0.405452677
