table,N,LightLevel,block,rep,spp,chl_wt,chl_area,A6491,A6491.1,A6491.2,A6651,A6651.1,A6651.2,tla,focal.area,dry.focal.wt,fresh.focal.wt,sla,stem.wt,leaf.wt,roots.wt,nod.wt,biomass,n.leaf,c.leaf,Aamb,TPU,Vcmax,Jmax,Tleaf,TleafK
11,70 ppm,zero,three,4,Cotton,0.0319,2.005,0.189,0.177,0.189,0.462,0.453,0.462,204.085,47.302,0.2722,0.8799,173.7766348,1.2147,1.0462,0.6508,0,2.9117,2.769092982,37.28615335,19.03388688,19.04711035,100.3492103,122.5646716,24.97904897,298.129049
12,210 ppm,thirty,three,4,Cotton,0.0288,2.042,0.193,0.201,0.207,0.503,0.533,0.518,216.131,82.62,0.3133,1.4263,263.7089052,0.5508,0.8317,0.1355,0,1.518,4.084202319,38.46418606,17.60116049,20.29915779,97.08825098,123.8242152,26.00239062,299.1523906
9,210 ppm,fifty,three,4,Cotton,0.0321,1.967,0.226,0.229,0.224,0.569,0.572,0.568,176.788,46.972,0.1739,0.8961,270.1092582,0.4077,0.6557,0.1336,0,1.197,4.169117882,35.45548866,17.24248427,16.37839237,87.55174545,109.5555863,25.08911173,298.2391117
10,210 ppm,eighty,three,4,Cotton,0.0302,2,0.188,0.186,0.187,0.463,0.465,0.463,156.298,40.325,0.1275,0.7586,316.2745098,0.3461,0.5376,0.1227,0,1.0064,4.473278663,34.10158503,11.77137582,11.95819353,60.6901747,76.40613365,24.98218622,298.1321862
11,210 ppm,zero,three,4,Cotton,0.0292,2.009,0.198,0.197,0.192,0.499,0.502,0.492,342.582,51.921,0.2295,0.9224,226.2352941,1.1777,1.8186,0.3618,0,3.3581,4.262057944,41.46462201,14.87016569,21.28859345,100.3043736,123.5731237,26.97982493,300.1298249
12,630 ppm,thirty,three,4,Cotton,0.0256,1.953,0.187,0.19,0.198,0.486,0.488,0.437,437.031,90.893,0.3491,1.4468,260.3637926,1.4157,1.9028,0.4113,0,3.7298,4.531860369,40.16709803,19.71078259,16.87795384,111.274026,116.7595524,25.03556686,298.1855669
9,630 ppm,fifty,three,4,Cotton,0.0246,1.932,0.207,0.223,0.223,0.545,0.561,0.554,392.586,66.338,0.2481,1.0249,267.3841193,1.0934,1.4614,0.3165,0,2.8713,4.2128918,38.66864739,17.77375412,17.884793,96.69470244,109.6671716,25.41363812,298.5636381
10,630 ppm,eighty,three,4,Cotton,0.0318,1.928,0.175,0.183,0.17,0.429,0.415,0.418,131.883,34.812,0.107,0.6683,325.3457944,0.2645,0.417,0.0607,0,0.7422,4.259606485,32.09862353,6.806529947,10.89338318,56.18213121,65.52369231,28.84926481,301.9992648
11,630 ppm,zero,three,4,Cotton,0.0252,1.938,0.2,0.206,0.212,0.509,0.521,0.509,385.001,66.784,0.3303,1.0971,202.1919467,1.4167,2.0433,0.5871,0,4.0471,3.662906378,39.20338498,17.16850332,19.93539384,96.50879188,119.1303849,24.97858622,298.1285862
12,0 ppm,thirty,three,5,Soybean,0.0159,1.654,0.146,0.147,0.136,0.42,0.424,0.415,191.779,20.995,0.0567,0.2266,370.2821869,0.3069,0.5729,0.2495,0.0786,1.1293,5.441830273,42.80624305,17.41624722,27.86962317,131.3399234,161.7621277,28.57141818,301.7214182
9,0 ppm,fifty,three,5,Soybean,0.0133,1.784,0.097,0.097,0.094,0.283,0.285,0.276,283.031,25.969,0.0524,0.2388,495.5916031,0.4671,0.6257,0.1588,0.0566,1.2516,5.473863095,43.56417011,14.25388275,19.91281784,87.75003885,112.1126714,27.51627859,300.6662786
10,0 ppm,eighty,three,5,Soybean,0.0112,1.756,0.088,0.074,0.077,0.246,0.226,0.228,163.125,16.932,0.0324,0.1491,522.5925926,0.2207,0.2885,0.067,0.0369,0.5762,5.238682137,43.08525372,11.91258099,16.99546485,72.92232302,58.53136778,26.58180205,299.7318021
11,0 ppm,zero,three,5,Soybean,0.018,1.831,0.142,0.142,0.144,0.409,0.411,0.413,379.358,26.234,0.0803,0.3082,326.6998755,0.7324,1.1399,0.3102,0.1172,2.1825,5.204772527,43.30875411,18.63456669,28.79403546,158.5358216,171.029298,29.48749062,302.6374906
12,70 ppm,thirty,three,5,Soybean,0.0149,1.675,0.145,0.145,0.145,0.428,0.425,0.423,540.507,38.731,0.1034,0.3765,374.5744681,0.8869,1.5617,0.8178,0.1769,3.2664,5.300439343,43.43768549,15.31007499,25.14627492,175.620214,148.1734708,28.75696745,301.9069674
9,70 ppm,fifty,three,5,Soybean,0.0157,1.918,0.123,0.122,0.119,0.349,0.36,0.354,411.449,16.9,0.0448,0.1797,377.2321429,0.6001,0.9589,0.1988,0.068,1.7578,5.385414817,42.59415827,12.86886539,20.97771421,84.75040998,119.2465981,28.58236979,301.7323698
10,70 ppm,eighty,three,5,Soybean,0.009,1.862,0.051,0.049,0.06,0.17,0.166,0.172,260.645,30.247,0.0472,0.1824,640.8262712,0.4672,0.4695,0.2403,0.0167,1.177,5.159846189,44.97226565,7.103238139,10.77795703,40.6674997,58.94363166,26.2301695,299.3801695
11,70 ppm,zero,three,5,Soybean,0.0189,1.806,0.106,0.105,0.108,0.297,0.29,0.3,227.016,10.019,0.0372,0.1247,269.327957,0.4632,0.6568,0.1119,0.0147,1.2319,4.395756007,42.40303339,11.48112686,15.9178139,69.57591647,89.2603527,29.12329091,302.2732909
12,210 ppm,thirty,three,5,Soybean,0.0162,1.667,0.176,0.178,0.177,0.51,0.514,0.512,548.626,42.177,0.118,0.4387,357.4322034,1.0295,1.6174,0.7462,0.0378,3.3931,4.515414937,41.94177436,21.24504474,28.43822153,123.7034374,166.9393717,27.26628182,300.4162818
9,210 ppm,fifty,three,5,Soybean,0.0162,1.798,0.09,0.096,0.094,0.265,0.277,0.277,555.419,36.756,0.0902,0.3853,407.4944568,1.0327,1.3984,0.3221,0.0117,2.7532,5.383859584,42.95089422,16.66215833,21.89583418,126.201498,129.4278111,28.92234428,302.0723443
10,210 ppm,eighty,three,5,Soybean,0.0134,1.892,0.08,0.093,0.091,0.24,0.249,0.267,300.85,27.149,0.0394,0.2046,689.0609137,0.4354,0.5367,0.0854,0.0063,1.0575,5.308011657,43.18835886,8.957810657,12.5028273,69.63456718,72.07922678,27.50645836,300.6564584
11,210 ppm,zero,three,5,Soybean,0.0186,1.87,0.114,0.113,0.115,0.33,0.329,0.335,301.941,31.274,0.0901,0.3632,347.1032186,0.6272,0.9506,0.4268,0.0235,2.0046,4.293805897,44.31495908,NA,NA,NA,NA,NA,NA
12,630 ppm,thirty,three,5,Soybean,0.014,1.814,0.157,0.153,0.152,0.461,0.449,0.456,466.792,35.112,0.0837,0.2927,419.4982079,0.7619,1.2412,0.3088,0.0138,2.3119,5.23874409,38.89717456,16.80930654,24.90424443,103.7060402,143.8807686,28.01483197,301.164832
9,630 ppm,fifty,three,5,Soybean,0.0171,1.808,0.083,0.086,0.102,0.25,0.256,0.312,583.532,37.542,0.1048,0.4202,358.2251908,1.259,1.5426,0.4671,0.0306,3.2687,5.04369625,42.99872496,15.87038984,24.43062991,117.6595102,139.524966,28.56055015,301.7105501
10,630 ppm,eighty,three,5,Soybean,0.0103,1.922,0.092,0.108,0.092,0.258,0.275,0.269,293.743,21.434,0.0435,0.1798,492.7356322,0.5461,0.6835,0.198,0.002,1.4276,5.946740255,42.92792807,9.173838619,18.4293864,68.97660886,101.7564365,28.12316334,301.2731633
11,630 ppm,zero,three,5,Soybean,0.0189,1.845,0.102,0.096,0.087,0.284,0.266,0.269,298.386,33.869,0.0896,0.373,378.0022321,0.712,0.9647,0.1584,0.0051,1.8351,4.877147296,43.15918325,NA,NA,NA,NA,NA,NA
12,0 ppm,thirty,three,6,Soybean,0.017,1.828,0.092,0.1,0.096,0.279,0.294,0.283,395.726,37.416,0.0888,0.4031,421.3513514,0.6706,0.4204,0.3821,0.1478,1.4731,4.84212237,42.88920932,14.19982052,20.60857839,87.8547709,111.7508632,25.08511056,298.2351106
9,0 ppm,fifty,three,6,Soybean,0.0135,1.816,0.14,0.136,0.134,0.392,0.391,0.39,323.709,19.85,0.055,0.1984,360.9090909,0.7329,0.8514,0.3174,0.1135,1.9017,5.25014102,42.93863773,15.50091545,26.62261352,109.3966569,144.9990416,29.6036261,302.7536261
10,0 ppm,eighty,three,6,Soybean,0.009,1.843,0.086,0.083,0.084,0.243,0.237,0.241,218.922,23.784,0.0363,0.1723,655.2066116,0.6479,1.5181,0.2236,0.0405,2.3896,4.084752859,38.76861336,6.55374926,9.400879998,35.89093643,48.2684499,25.17992053,298.3299205
11,0 ppm,zero,three,6,Soybean,0.0189,1.843,0.117,0.143,0.11,0.369,0.399,0.361,256.637,21.044,0.0613,0.2558,343.2952692,0.3981,0.717,0.3234,0.116,1.4385,5.776947349,42.13148573,18.0301535,24.61784177,108.0638304,134.3258392,25.25166041,298.4016604
12,70 ppm,thirty,three,6,Soybean,0.0186,2.021,0.1,0.103,0.106,0.304,0.305,0.307,425.353,24.317,0.0648,0.2782,375.2623457,0.7476,0.5617,0.375,0.119,1.6843,6.137642664,43.22660919,14.40728374,20.48443864,90.08800495,116.9700439,25.10810117,298.2581012
9,70 ppm,fifty,three,6,Soybean,0.0174,2.112,0.111,0.139,0.092,0.301,0.329,0.279,335.484,21.529,0.0588,0.2291,366.1394558,0.7218,0.821,0.3968,0.0473,1.9396,4.365122951,42.95772645,13.61773241,24.65586917,111.1039134,139.3667271,30.74336833,303.8933683
10,70 ppm,eighty,three,6,Soybean,0.0078,1.63,0.087,0.086,0.087,0.257,0.255,0.257,315.488,15.913,0.0247,0.0931,644.2510121,0.5684,1.0401,0.1899,0.0259,1.7984,4.613513829,36.97094983,6.513865446,9.003482117,32.70533778,46.1345665,25.23832844,298.3883284
11,70 ppm,zero,three,6,Soybean,0.0203,1.997,NA,NA,NA,NA,NA,NA,412.434,18.299,0.0678,0.244,269.8967552,1.2033,1.5661,1.0503,0.108,3.8197,4.616211817,40.89939741,13.64511232,23.21512907,81.24095238,132.8638154,26.72770029,299.8777003
12,210 ppm,thirty,three,6,Soybean,0.0195,2.022,0.108,0.106,0.119,0.325,0.323,0.361,501.699,21.896,0.0675,0.2826,324.3851852,1.1472,0.9815,0.7183,0.0151,2.847,4.987779772,41.95722221,18.37554043,31.76553818,132.3020009,184.0445194,29.36243461,302.5124346
9,210 ppm,fifty,three,6,Soybean,0.0142,1.685,0.086,0.089,0.093,0.245,0.255,0.271,373.084,33.241,0.0803,0.3528,413.9601494,0.7109,0.9544,0.3049,0.0117,1.9702,4.737335076,43.09252326,12.06121141,21.84646336,107.2750939,130.8100574,29.68945015,302.8394501
10,210 ppm,eighty,three,6,Soybean,0.0124,2.044,0.065,0.061,0.066,0.185,0.181,0.185,595.985,12.813,0.0193,0.1016,663.8860104,0.7986,1.0451,0.2022,0.0037,2.0459,4.920662153,39.14714089,7.268718698,9.864617995,40.01483372,51.24463727,25.05022023,298.2002202
11,210 ppm,zero,three,6,Soybean,0.0208,1.997,0.145,0.135,0.13,0.412,0.403,0.398,495.153,19.276,0.0682,0.2636,282.6392962,1.2095,1.7975,0.9971,0.0314,4.0041,4.774393967,43.15210737,12.9448558,20.79010891,84.0263209,109.0323822,25.5145827,298.6645827
12,630 ppm,thirty,three,6,Soybean,0.0181,1.87,0.075,0.074,0.076,0.222,0.214,0.224,640.928,35.033,0.1062,0.4422,329.8775895,1.396,0.8523,0.8664,0.0114,3.1147,4.997271933,40.77396089,16.47150209,24.96317955,122.0353974,142.8265316,27.87655953,301.0265595
9,630 ppm,fifty,three,6,Soybean,0.015,1.827,0.083,0.076,0.096,0.216,0.215,0.256,535.338,20.145,0.0613,0.2039,328.62969,1.2024,1.266,0.4187,0.0104,2.8871,4.892786811,43.2385092,10.18315547,24.77600131,121.166265,146.4648036,31.38355015,304.5335501
10,630 ppm,eighty,three,6,Soybean,0.0094,1.756,0.071,0.07,0.071,0.204,0.203,0.205,507.752,37.313,0.054,0.2201,690.9814815,0.8367,1.972,0.1612,0.0041,2.9699,4.868364831,39.14811136,9.85096638,10.76408252,47.67510501,59.9445609,25.10266804,298.252668
11,630 ppm,zero,three,6,Soybean,0.0203,2.06,0.133,0.138,0.138,0.413,0.417,0.414,696.079,31.666,0.1165,0.3888,271.8111588,1.7719,2.5954,1.3978,0.0974,5.7651,4.06471947,41.70745785,17.27147229,23.03388501,104.8835895,126.4906154,26.09734164,299.2473416
12,0 ppm,thirty,three,7,Soybean,0.0172,1.95,0.117,0.118,0.117,0.359,0.361,0.36,593.434,22.087,0.0571,0.233,386.8126095,0.9946,1.3096,0.7258,0.1506,3.03,4.821546749,39.14422794,14.19492243,22.65621462,97.29176232,127.7951539,26.77937273,299.9293727
9,0 ppm,fifty,three,7,Soybean,0.0143,1.892,0.131,0.13,0.121,0.412,0.41,0.403,416.21,44.18,0.0785,0.3665,562.8025478,0.7603,0.8832,0.2149,0.1139,1.8584,6.344291247,51.90057295,13.17122374,15.79555962,78.6779604,86.50689888,26.26395279,299.4139528
10,0 ppm,eighty,three,7,Soybean,0.0112,1.939,0.1,0.103,0.105,0.313,0.319,0.323,255.815,27.383,0.0447,0.1783,612.5950783,0.4535,0.4343,0.1576,0.0395,1.0454,4.159011094,43.76446168,7.883305783,13.9782354,113.1420442,88.70405114,28.60736745,301.7573674
11,0 ppm,zero,three,7,Soybean,0.0161,1.906,0.109,0.101,0.099,0.34,0.332,0.329,161.802,25.339,0.0507,0.2423,499.7830375,0.2204,0.3783,0.1717,0.0838,0.7704,4.498508405,37.87607135,13.98310103,20.46198371,79.21232018,102.435279,25.49949091,298.6494909
12,70 ppm,thirty,three,7,Soybean,0.0179,1.908,0.115,0.109,0.114,0.347,0.344,0.346,279.202,45.089,0.1084,0.4789,415.9501845,1.22,1.5552,0.8217,0.1911,3.5969,5.111911377,41.55360905,14.25832837,21.60866854,100.7927501,116.0645886,26.96357742,300.1135774
9,70 ppm,fifty,three,7,Soybean,0.0129,1.856,0.111,0.115,0.121,0.368,0.372,0.38,456.815,43.048,0.0744,0.3657,578.6021505,0.8718,0.915,0.3829,0.0865,2.1697,6.391629474,52.23060078,13.31226817,16.67169311,84.99522695,95.68186339,26.46202229,299.6120223
10,70 ppm,eighty,three,7,Soybean,0.0112,1.777,0.068,0.066,0.065,0.221,0.22,0.22,330.553,22.585,0.0305,0.1466,740.4918033,0.6153,0.5283,0.118,0.0287,1.2616,5.408390406,44.23778019,6.758835928,9.58821357,40.41441719,53.44619826,27.72295543,300.8729554
11,70 ppm,zero,three,7,Soybean,0.0179,1.944,0.144,0.138,0.161,0.447,0.442,0.464,370.076,36.981,0.0926,0.3982,399.362851,0.6758,1.0013,0.4821,0.1424,2.1592,4.322399514,39.59369815,16.0604561,23.02916647,121.7397013,126.8837054,26.6939085,299.8439085
12,210 ppm,thirty,three,7,Soybean,0.0152,1.872,0.12,0.128,0.123,0.387,0.392,0.388,802.006,48.875,0.119,0.4901,410.7142857,1.6781,2.0572,1.0908,0.0656,4.8261,4.415650234,40.28359985,15.05381754,22.18953804,87.84895729,119.0050279,26.57437595,299.724376
9,210 ppm,fifty,three,7,Soybean,0.0154,1.958,0.109,0.104,0.109,0.339,0.334,0.338,654.192,41.161,0.077,0.4004,534.5584416,1.2964,1.5364,0.5927,0.0104,3.4255,5.078861155,39.56861051,12.26571354,16.5670212,86.23943726,93.64417421,27.0686129,300.2186129
10,210 ppm,eighty,three,7,Soybean,0.0106,1.773,0.04,0.042,0.4,0.138,0.14,0.0138,330.729,21.874,0.0309,0.1578,707.8964401,0.5916,0.5293,0.1944,0.0085,1.3153,5.185977656,41.11994411,7.204745281,10.17200424,38.94000224,52.38891646,27.19134399,300.341344
11,210 ppm,zero,three,7,Soybean,0.0208,1.983,0.13,0.132,0.13,0.412,0.418,0.413,474.422,16.096,0.0559,0.1935,287.9427549,1.1038,1.534,0.9673,0.0146,3.6051,4.436422865,42.4190513,11.43847175,20.63806794,99.12431708,121.5931826,28.28718622,301.4371862
12,630 ppm,thirty,three,7,Soybean,0.018,1.853,0.11,0.109,0.121,0.332,0.336,0.37,557.283,32.551,0.0904,0.3569,360.0774336,1.1505,1.58,0.8349,0.012,3.5654,4.626830234,40.64692852,14.86447898,23.77042685,79.720665,128.0926148,26.43376041,299.5837604
9,630 ppm,fifty,three,7,Soybean,0.0143,1.846,0.125,0.125,0.138,0.409,0.408,0.428,639.01,50.223,0.1002,0.4786,501.2275449,1.1074,1.4475,0.488,0.0067,3.0429,5.674455663,43.4349787,13.62677474,18.1406547,93.40459337,99.18867394,27.08639414,300.2363941
10,630 ppm,eighty,three,7,Soybean,0.0099,1.751,0.047,0.04,0.041,0.16,0.139,0.14,348.256,25.963,0.0312,0.1611,832.1474359,0.6274,0.5968,0.1429,0,1.3671,5.671303108,42.30793152,7.117245765,9.568932179,39.55377595,44.81667385,27.10846305,300.2584631
11,630 ppm,zero,three,7,Soybean,0.0215,1.976,0.145,0.159,0.147,0.46,0.47,0.462,562.525,23.147,0.0794,0.2865,291.5239295,1.3983,1.8463,0.9911,0.0251,4.2357,4.200201239,42.10441938,11.52698505,21.06659092,88.11045747,120.0659716,27.36549853,300.5154985
12,0 ppm,thirty,three,8,Soybean,0.0163,1.85,0.111,0.111,0.107,0.321,0.321,0.316,409.531,15.107,0.0362,0.1521,417.320442,0.6284,0.9359,0.3841,0.1276,1.9484,5.712793747,42.28136164,11.16656266,18.13857039,60.75724089,99.45890377,26.13907243,299.2890724
9,0 ppm,fifty,three,8,Soybean,0.0125,1.91,0.075,0.08,0.083,0.229,0.236,0.24,170.662,31.299,0.045,0.2134,695.5333333,0.2972,0.3302,0.1247,0.038,0.7521,4.379507886,42.1567401,12.1588583,15.58165196,80.97776738,90.58110665,26.68289853,299.8328985
10,0 ppm,eighty,three,8,Soybean,0.0081,1.792,0.078,0.078,0.083,0.241,0.244,0.246,191.327,27.544,0.0323,0.1347,852.755418,0.2433,0.2916,0.0813,0.0295,0.6162,4.393373859,42.58321703,10.50770898,12.01697173,58.52825537,68.49774485,26.75099941,299.9009994
11,0 ppm,zero,three,8,Soybean,0.0192,1.979,0.139,0.143,0.141,0.412,0.416,0.414,268.025,22.651,0.0552,0.2292,410.3442029,0.5705,0.714,0.3895,0.0989,1.674,5.160036327,43.23023165,17.4061844,25.45130386,119.3162836,138.2785101,26.57082669,299.7208267
12,70 ppm,thirty,three,8,Soybean,0.0189,1.996,0.105,0.118,0.11,0.314,0.325,0.319,533.874,22.869,0.0546,0.2438,418.8461538,1.0836,1.2785,0.8079,0.1212,3.17,4.679171221,42.0829332,13.10542292,20.07810258,68.42031491,100.6097014,26.1472956,299.2972956
9,70 ppm,fifty,three,8,Soybean,0.0159,1.936,0.113,0.111,0.112,0.333,0.333,0.332,232.709,8.119,0.0185,0.0773,438.8648649,0.3281,0.4262,0.1321,0.0374,0.8864,5.907247855,42.81362041,7.742021072,12.95874109,51.48292644,67.58235627,26.73526481,299.8852648
10,70 ppm,eighty,three,8,Soybean,0.012,1.772,0.074,0.08,0.077,0.213,0.219,0.216,131.456,17.325,0.022,0.1291,787.5,0.1967,0.2174,0.0534,0.002,0.4675,5.369713168,42.15391555,9.570512625,12.4625399,49.22704426,67.47997387,26.3888739,299.5388739
11,70 ppm,zero,three,8,Soybean,0.0193,1.956,0.096,0.098,0.099,0.285,0.287,0.277,249.032,32.279,0.0654,0.3232,493.5626911,0.5614,0.6769,0.38,0.0615,1.6183,4.110348384,42.17812744,13.09644368,18.63137075,90.29762405,104.1585961,26.16697537,299.3169754
12,210 ppm,thirty,three,8,Soybean,0.0158,1.823,0.118,0.118,0.111,0.34,0.34,0.34,481.641,26.304,0.0665,0.2895,395.5488722,0.7204,1.0964,0.3543,0.0078,2.1711,5.405141251,42.96673193,13.69007386,19.74839563,81.41870294,108.8130914,25.58556188,298.7355619
9,210 ppm,fifty,three,8,Soybean,0.0171,1.927,0.116,0.114,0.113,0.338,0.339,0.336,509.541,27.536,0.057,0.2708,483.0877193,1.0629,1.17,0.5873,0.0265,2.8202,5.905887635,42.93542195,12.80860543,17.91228335,68.09484212,90.0466588,26.65718182,299.8071818
10,210 ppm,eighty,three,8,Soybean,0.0117,1.78,0.091,0.09,0.094,0.271,0.27,0.274,275.159,17.472,0.0265,0.1258,659.3207547,0.4584,0.4503,0.1089,0.009,1.0176,5.97851414,43.0924594,7.497539122,10.92659843,49.07296383,56.43552076,27.62817566,300.7781757
11,210 ppm,zero,three,8,Soybean,0.015,1.848,0.082,0.089,0.092,0.261,0.268,0.27,290.289,33.218,0.0671,0.336,495.052161,0.6016,0.7397,0.285,0.0238,1.6263,4.61783194,42.41875526,13.32969806,18.77231655,77.09710369,102.8839473,25.33925103,298.489251
12,630 ppm,thirty,three,8,Soybean,0.0132,1.766,0.089,0.099,0.094,0.288,0.298,0.294,696.89,55.6699,0.1052,0.5372,529.1815589,1.1882,1.5353,0.345,0.0144,3.0685,5.851615365,43.67425969,15.556596,22.43088732,88.65445763,116.3098468,25.89609589,299.0460959
9,630 ppm,fifty,three,8,Soybean,0.0106,1.671,0.06,0.058,0.064,0.19,0.186,0.19,476.024,44.008,0.0607,0.3145,725.0082372,1.0525,0.9639,0.3953,0.013,2.4117,6.131119765,43.71894765,9.128518058,11.88659372,55.05157243,63.01363721,27.4804088,300.6304088
10,630 ppm,eighty,three,8,Soybean,0.0122,1.923,0.103,0.094,0.094,0.285,0.276,0.277,305.578,31.237,0.04,0.2123,780.925,0.6291,0.6411,0.2149,0.0048,1.4851,5.587009416,44.40648487,8.768493628,13.16658899,55.46289444,68.38748672,27.48979325,300.6397933
11,630 ppm,zero,three,8,Soybean,0.0207,2.027,0.117,0.118,0.118,0.346,0.354,0.35,533.803,42.338,0.1059,0.4836,399.7922568,1.4336,1.5937,1.0712,0.0373,4.0985,5.059555522,42.50602357,NA,NA,NA,NA,NA,NA
7,0 ppm,zero,two,1,Cotton,0.0253,1.72,0.097,0.093,0.172,0.226,0.231,0.375,59.003,16.146,0.0774,0.2377,208.6046512,0.2328,0.3217,0.2788,0,0.8333,NA,NA,10.27541594,11.61503658,50.35635366,70.16451538,24.97106481,298.1210648
8,0 ppm,thirty,two,1,Cotton,0.025,2.005,0.161,0.166,0.163,0.424,0.437,0.427,134.383,37.406,0.1376,0.4947,271.8459302,0.528,0.4664,0.234,0,1.2284,2.250580414,40.13099913,11.95284944,12.45848907,59.50076766,79.03885245,25.04419472,298.1941947
5,0 ppm,fifty,two,1,Cotton,0.0257,1.974,0.138,0.136,0.139,0.366,0.366,0.366,163.037,30.527,0.1244,0.4062,245.3938907,0.5225,0.566,0.2337,0,1.3222,1.971351979,37.47776989,11.95252738,11.19450369,61.53352079,73.71231563,25.02522141,298.1752214
6,0 ppm,eighty,two,1,Cotton,0.019,1.866,0.031,0.032,0.026,0.227,0.229,0.231,197.666,49.107,0.1251,0.5623,392.5419664,0.4338,0.486,0.1298,0,1.0496,3.226746764,37.02399641,12.19390329,8.833127982,61.77540658,66.53831342,24.99385455,298.1438545
7,70 ppm,zero,two,1,Cotton,0.0297,1.952,0.172,0.142,0.153,0.383,0.376,0.384,261.392,42.586,0.2124,0.6944,200.4990584,1.1921,1.3497,0.494,0,3.0358,2.370471954,39.35791502,20.29858299,20.31271846,118.0410667,133.1398452,25.42713343,298.5771334
8,70 ppm,thirty,two,1,Cotton,0.0276,2.055,0.159,0.162,0.162,0.444,0.448,0.445,379.035,82.29,0.3039,1.1953,270.7798618,1.0718,1.2698,0.4706,0,2.8122,2.974478481,38.4733488,13.92430773,18.85050703,77.51165881,109.601934,24.98330117,298.1333012
5,70 ppm,fifty,two,1,Cotton,0.0212,1.883,0.167,0.175,0.169,0.445,0.45,0.448,336.364,97.092,0.3491,1.3811,278.1208823,0.8326,1.153,0.1842,0,2.1698,3.137686116,38.68354017,14.08129592,11.46076262,69.14153269,81.26206282,25.00248651,298.1524865
6,70 ppm,eighty,two,1,Cotton,0.018,1.761,0.078,0.062,0.078,0.239,0.228,0.245,111.774,14.03,0.0345,0.1779,406.6666667,0.2045,0.311,0.0522,0,0.5677,4.46742604,36.78568503,9.659768759,12.10919311,54.52783222,68.70852057,24.97856636,298.1285664
7,210 ppm,zero,two,1,Cotton,0.0262,1.812,0.176,0.168,0.179,0.464,0.455,0.468,211.055,43.279,0.1949,0.6775,222.0574654,0.8392,0.9868,0.3177,0,2.1437,3.207497086,39.27151105,22.09802874,23.70917896,119.4084885,145.3055348,24.98851085,298.1385109
8,210 ppm,thirty,two,1,Cotton,0.0269,1.977,0.164,0.162,0.164,0.468,0.467,0.469,464.665,62.393,0.2711,0.9558,230.147547,1.5707,1.8225,0.0409,0,3.4341,3.287906658,38.95387499,17.24549846,19.29664277,102.68012,124.520227,25.01882053,298.1688205
5,210 ppm,fifty,two,1,Cotton,0.0201,1.731,0.166,0.169,0.167,0.462,0.467,0.463,430.273,97.47,0.3734,1.3292,261.033744,1.0627,1.6129,0.342,0,3.0176,3.659613615,37.27914026,18.10394457,14.154725,94.92190334,104.0387255,25.00149912,298.1514991
6,210 ppm,eighty,two,1,Cotton,0.0188,1.858,0.132,0.117,0.131,0.33,0.318,0.335,180.349,41.69,0.1031,0.4805,404.3646945,0.2914,0.4403,0.0617,0,0.7934,4.333778796,37.20487388,13.27126709,12.45117107,63.10193181,80.31459887,24.99776477,298.1477648
7,630 ppm,zero,two,1,Cotton,0.0299,1.913,0.195,0.206,0.227,0.541,0.891,0.581,459.471,NA,0.3703,1.4055,NA,1.5741,2.1265,0.5476,0,4.2482,4.427610282,38.84744594,8.10843972,19.57362222,63.05616961,110.4640583,25.4372088,298.5872088
8,630 ppm,thirty,two,1,Cotton,0.0285,2.043,0.233,0.238,0.235,0.656,0.661,0.659,633.567,104.387,0.4136,1.665,252.3863636,1.8364,2.369,0.7896,0,4.995,4.325298433,37.58873905,18.53111455,20.56928865,112.8769894,127.7317337,24.99799355,298.1479936
5,630 ppm,fifty,two,1,Cotton,0.0257,1.936,0.19,0.194,0.192,0.504,0.513,0.508,598.614,90.961,0.3296,1.3854,275.9739078,1.3567,1.9812,0.4548,0,3.7927,4.587277123,42.07218764,15.17201659,14.55936147,73.39005244,92.61876651,25.00575689,298.1557569
6,630 ppm,eighty,two,1,Cotton,0.0179,1.872,0.128,0.111,0.109,0.319,0.31,0.304,188.164,48.225,0.1089,0.5211,442.8374656,0.3005,0.4455,0.0098,0,0.7558,4.201413878,35.49438585,11.73663794,10.76628081,63.34590469,67.80717906,24.98224545,298.1322455
7,0 ppm,zero,two,2,Cotton,0.0349,2.075,0.467,0.472,0.168,0.174,0.179,0.174,104.309,22.785,0.1266,0.4441,179.9763033,0.8549,0.578,0.5346,0,1.9675,2.537269516,39.02654935,17.2326178,20.35514108,80.9075844,117.660374,25.00220938,298.1522094
8,0 ppm,thirty,two,2,Cotton,0.0297,1.958,0.384,0.381,0.38,0.163,0.159,0.16,234.08,28.097,0.1192,0.4588,235.7130872,0.9919,1.0517,0.5267,0,2.5703,2.532913443,40.72312147,13.10910924,12.6970063,63.11593213,80.53201797,25.13561877,298.2856188
5,0 ppm,fifty,two,2,Cotton,0.029,2.102,0.528,0.535,0.537,0.198,0.207,0.207,162.356,38.639,0.1768,0.6179,218.5463801,0.5376,0.6764,0.2152,0,1.4292,2.416808455,36.27006634,13.72318582,11.81215306,65.63819117,80.55946214,25.10713812,298.2571381
6,0 ppm,eighty,two,2,Cotton,0.02,1.866,0.491,0.488,0.95,0.19,0.188,0.191,76.476,34.31,0.1195,0.4949,287.1129707,0.2465,0.2841,0.1374,0,0.668,3.250464089,35.12786448,12.53817378,9.906361101,66.9542615,66.8782671,25.17055983,298.3205598
